Date,Wilayah,Lokasi,Engine,Irigator,Jenis Irigator,Plan Time,Luas Siram,Kecepatan Rata-rata,Tebal Siram,Prepare Time,Operating Time,Waiting Time,Repair,Down Time,Standby,Off Time,Tot. Oper. Time,Total Avail,Total Time,% Availability,% Utilization,Air,Solar Terpakai (ltr),Biaya Solar (Std),Biaya Upah,Biaya Alat,Biaya Total,Rp/Ha,Ha/Hari,Ha/Jam,Solar Ltr/jam,Solar Ltr/Ha,Jenis Engine
1-Jun,AW09,115I,SPC0135,ITI0232,ITI,"22,00","4,11","30,00","18,00","3,00","20,00","1,00","0,00","0,00","0,00","0,00","23,00","24,00","24,00","100,00","83,33","970,00",135,Rp4.664.480,Rp1.126.321,Rp3.282.560,Rp9.073.361,Rp2.207.630,"4,11","0,21","6,75","32,85",SPC
1-Jun,AW09,114K,SPC0097,ITI0238,ITI,"22,00","3,70","30,00","20,50","3,00","18,50","2,50","0,00","0,00","0,00","0,00","21,50","24,00","24,00","100,00","77,08","790,00",120,Rp4.314.644,Rp902.224,Rp3.036.370,Rp8.253.238,Rp2.230.605,"3,70","0,20","6,49","32,43",SPC
1-Jun,AW10,127A,DEC0042,ITI0241,ITI,"21,08","3,72","30,00","20,00","2,00","20,00","1,00","0,00","0,00","0,00","0,00","22,00","23,00","23,00","100,00","86,96","680,00",156,Rp3.922.400,Rp942.942,Rp2.519.940,Rp7.385.282,Rp1.985.291,"3,72","0,19","7,80","41,94",DEC
1-Jun,AW10,132C,SPC0117,ITI0114,ITI,"21,08","3,88","30,00","20,00","2,00","20,00","1,00","0,00","0,00","0,00","0,00","22,00","23,00","23,00","100,00","86,96","900,00",180,Rp4.664.480,Rp950.458,Rp3.282.560,Rp8.897.498,Rp2.293.170,"3,88","0,19","9,00","46,39",SPC
1-Jun,AW10,123P,SPC0141,ITI0136,ITI,"19,25","1,32","30,00","15,00","2,00","6,00","1,00","2,00","0,00","0,00","10,00","8,00","19,00","21,00","90,48","66,67","300,00",40,Rp1.399.344,Rp686.556,Rp984.768,Rp3.070.668,Rp2.326.264,"1,32","0,22","6,67","30,30",SPC
1-Jun,AW10,125C2,SPE0013,ITI0169,ITI,"22,00","4,31","30,00","18,00","2,00","20,00","2,00","0,00","0,00","0,00","0,00","22,00","24,00","24,00","100,00","83,33","1.390,00",0,Rp3.200,Rp1.155.085,Rp6.128.160,Rp7.286.445,Rp1.690.590,"4,31","0,22","0,00","0,00",SPE
1-Jun,AW10,127K2,SPC0115,ITI0179,ITI,"11,00","1,80","30,00","20,00","2,00","8,00","2,00","0,00","0,00","0,00","0,00","10,00","12,00","12,00","100,00","66,67","320,00",50,Rp1.865.792,Rp459.912,Rp1.313.024,Rp3.638.728,Rp2.021.516,"1,80","0,23","6,25","27,78",SPC
1-Jun,AW10,122F,SPC0207,ITI0273,ITI,"11,00","2,31","30,00","15,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","450,00",110,Rp2.565.464,Rp621.114,Rp1.805.408,Rp4.991.986,Rp2.161.033,"2,31","0,21","10,00","47,62",SPC
1-Jun,AW10,114F,SPC0222,ITI0285,ITI,"22,00","4,62","30,00","18,00","2,00","22,00","0,00","0,00","0,00","0,00","0,00","24,00","24,00","24,00","100,00","91,67","900,00",160,Rp5.130.928,Rp1.066.231,Rp3.610.816,Rp9.807.975,Rp2.122.938,"4,62","0,21","7,27","34,63",SPC
1-Jun,AW10,120B,SPC0221,ITI0286,ITI,"22,00","4,62","30,00","15,00","2,00","22,00","0,00","0,00","0,00","0,00","0,00","24,00","24,00","24,00","100,00","91,67","840,00",150,Rp5.130.928,Rp1.066.231,Rp3.610.816,Rp9.807.975,Rp2.122.938,"4,62","0,21","6,82","32,47",SPC
1-Jun,AW10,123D,SPE0014,ITI0292,ITI,"22,00","4,41","30,00","18,00","2,00","21,00","0,00","0,00","0,00","0,00","1,00","23,00","24,00","24,00","100,00","91,30","1.160,00",0,Rp3.360,Rp1.126.702,Rp6.434.568,Rp7.564.630,Rp1.715.336,"4,41","0,21","0,00","0,00",SPE
1-Jun,AW11,139J,SPC0188,BTI0028,BTI,"22,00","4,43","30,00","20,00","2,00","20,00","2,00","0,00","0,00","0,00","0,00","22,00","24,00","24,00","100,00","83,33","800,00",172,Rp4.664.480,Rp1.029.994,Rp3.282.560,Rp8.977.034,Rp2.026.419,"4,43","0,22","8,60","38,83",SPC
1-Jun,AW11,141E,DED0028,BTI0083,BTI,"11,00","1,20","30,00","21,00","3,00","5,00","0,00","4,00","0,00","0,00","0,00","8,00","8,00","12,00","66,67","62,50","150,00",60,Rp808.220,Rp412.525,Rp663.720,Rp1.884.465,Rp1.570.388,"1,20","0,24","12,00","50,00",DED
1-Jun,AW11,142E,DEM0039,BTI0084,BTI,"15,58","1,95","30,00","22,00","4,00","9,00","2,00","2,00","0,00","0,00","0,00","13,00","15,00","17,00","88,24","60,00","320,00",92,Rp939.087,Rp817.530,Rp992.097,Rp2.748.714,Rp1.409.597,"1,95","0,22","10,22","47,18",DEM
1-Jun,AW11,135C,DEC0044,ITI0011,ITI,"22,00","4,22","30,00","20,00","2,50","20,00","1,50","0,00","0,00","0,00","0,00","22,50","24,00","24,00","100,00","83,33","721,00",232,Rp3.922.400,Rp1.060.286,Rp2.519.940,Rp7.502.626,Rp1.777.873,"4,22","0,21","11,60","54,98",DEC
1-Jun,AW11,124D,SPC0113,ITI0010,ITI,"22,00","4,95","30,00","18,00","4,00","20,00","0,00","0,00","0,00","0,00","0,00","24,00","24,00","24,00","100,00","83,33","895,00",110,Rp4.664.480,Rp970.686,Rp3.282.560,Rp8.917.726,Rp1.801.561,"4,95","0,25","5,50","22,22",SPC
1-Jun,AW11,136B,SPC0099,ITI0236,ITI,"22,00","4,20","30,00","20,00","2,00","20,00","2,00","0,00","0,00","0,00","0,00","22,00","24,00","24,00","100,00","83,33","773,00",159,Rp4.664.480,Rp1.058.586,Rp3.282.560,Rp9.005.626,Rp2.144.197,"4,20","0,21","7,95","37,86",SPC
1-Jun,AW12,155H,SPC0126,ITI0180,ITI,"22,00","5,79","40,00","18,00","2,00","20,50","1,50","0,00","0,00","0,00","0,00","22,50","24,00","24,00","100,00","85,42","890,00",213,Rp4.781.092,Rp993.456,Rp3.364.626,Rp9.139.174,Rp1.578.441,"5,79","0,28","10,39","36,79",SPC
1-Jun,AW13,160C,SPC0128,BTI0043,BTI,"11,00","2,50","40,00","19,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","260,00",82,Rp2.565.464,Rp573.960,Rp1.805.408,Rp4.944.832,Rp1.977.933,"2,50","0,23","7,45","32,80",SPC
1-Jun,AW13,185B,DEC0026,ITI0240,ITI,"11,00","2,15","30,00","22,00","2,00","10,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","83,33","630,00",80,Rp1.961.200,Rp603.770,Rp1.259.970,Rp3.824.940,Rp1.779.042,"2,15","0,22","8,00","37,21",DEC
1-Jun,AW13,190C,DEC0028,ITI0287,ITI,"11,00","1,85","30,00","22,00","2,00","8,00","0,00","0,00","0,00","0,00","2,00","10,00","12,00","12,00","100,00","80,00","290,00",91,Rp1.568.960,Rp571.250,Rp1.007.976,Rp3.148.186,Rp1.701.722,"1,85","0,23","11,38","49,19",DEC
1-Jun,AW13,190B1,SPC0100,ITI0038,ITI,"22,00","4,17","30,00","22,00","4,00","19,00","0,00","0,00","0,00","0,00","1,00","23,00","24,00","24,00","100,00","82,61","940,00",160,Rp4.431.256,Rp984.702,Rp3.118.432,Rp8.534.390,Rp2.046.616,"4,17","0,22","8,42","38,37",SPC
1-Jun,AW13,154K,SPC0092,ITI0117,ITI,"20,17","3,25","30,00","19,00","2,00","13,00","4,00","2,00","0,00","0,00","1,00","15,00","20,00","22,00","90,91","68,42","520,00",90,Rp3.031.912,Rp899.950,Rp2.133.664,Rp6.065.526,Rp1.866.316,"3,25","0,25","6,92","27,69",SPC
1-Jun,AW13,190D,SPC0065,ITI0118,ITI,"22,00","3,25","40,00","19,00","3,00","13,00","0,00","0,00","0,00","0,00","8,00","16,00","24,00","24,00","100,00","81,25","790,00",129,Rp3.031.912,Rp855.750,Rp2.133.664,Rp6.021.326,Rp1.852.716,"3,25","0,25","9,92","39,69",SPC
1-Jun,AW13,158R,SPC0101,ITI0159,ITI,"11,00","2,60","30,00","22,00","1,00","10,00","1,00","0,00","0,00","0,00","0,00","11,00","12,00","12,00","100,00","83,33","400,00",85,Rp2.332.240,Rp652.550,Rp1.641.280,Rp4.626.070,Rp1.779.258,"2,60","0,26","8,50","32,69",SPC
1-Jun,AW13,158B,SPC0101,ITI0159,ITI,"10,08","2,25","30,00","22,00","1,00","8,00","0,00","2,00","0,00","0,00","0,00","9,00","9,00","11,00","81,82","88,89","320,00",65,Rp1.865.792,Rp385.740,Rp1.313.024,Rp3.564.556,Rp1.584.247,"2,25","0,28","8,13","28,89",SPC
1-Jun,AW14,161E,DEC0027,BTI0061,BTI,"11,00","2,00","30,00","22,00","0,00","7,00","0,00","0,00","0,00","0,00","5,00","7,00","12,00","12,00","100,00","100,00","300,00",40,Rp1.372.840,Rp402.340,Rp881.979,Rp2.657.159,Rp1.328.580,"2,00","0,29","5,71","20,00",DEC
1-Jun,AW14,161E,DEC0027,BTI0030,BTI,"11,00","2,66","30,00","22,00","0,00","10,00","0,00","0,00","0,00","0,00","2,00","10,00","12,00","12,00","100,00","100,00","307,00",77,Rp1.961.200,Rp659.054,Rp1.259.970,Rp3.880.224,Rp1.458.731,"2,66","0,27","7,70","28,95",DEC
1-Jun,AW14,163E,DEC0025,ITI0029,ITI,"11,00","2,75","30,00","15,00","1,00","11,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","91,67","408,00",85,Rp2.157.320,Rp668.810,Rp1.385.967,Rp4.212.097,Rp1.531.672,"2,75","0,25","7,73","30,91",DEC
1-Jun,AW14,163C,DEC0025,ITI0029,ITI,"11,00","2,56","30,00","14,00","2,00","10,00","0,00","0,00","0,00","0,00","0,00","12,00","12,00","12,00","100,00","83,33","350,00",91,Rp1.961.200,Rp382.940,Rp1.259.970,Rp3.604.110,Rp1.407.855,"2,56","0,26","9,10","35,55",DEC
1-Jun,AW14,164A,DED0013,ITI0234,ITI,"11,00","1,01","30,00","21,00","1,00","6,00","0,00","0,00","0,00","0,00","5,00","7,00","12,00","12,00","100,00","85,71","460,00",62,Rp969.864,Rp337.886,Rp796.464,Rp2.104.214,Rp2.083.380,"1,01","0,17","10,33","61,39",DED
1-Jun,AW14,165H,SPC0161,ITI0008,ITI,"22,00","3,30","30,00","20,00","1,50","14,00","0,00","0,00","0,00","0,00","8,50","15,50","24,00","24,00","100,00","90,32","558,00",83,Rp3.265.136,Rp1.072.705,Rp2.297.792,Rp6.635.633,Rp2.010.798,"3,30","0,24","5,93","25,15",SPC
1-Jun,AW14,178C,SPC0226,ITI0031,ITI,"22,00","3,09","30,00","23,00","2,00","15,00","0,00","0,00","0,00","0,00","7,00","17,00","24,00","24,00","100,00","88,24","690,00",103,Rp3.498.360,Rp856.111,Rp2.461.920,Rp6.816.391,Rp2.205.952,"3,09","0,21","6,87","33,33",SPC
1-Jun,AW14,165K,SPC0089,ITI0196,ITI,"22,00","4,05","30,00","20,00","3,00","18,00","0,00","0,00","0,00","0,00","3,00","21,00","24,00","24,00","100,00","85,71","830,00",143,Rp4.198.032,Rp1.000.814,Rp2.954.304,Rp8.153.150,Rp2.013.123,"4,05","0,23","7,94","35,31",SPC
1-Jun,AW14,182B,SPC0225,ITI0239,ITI,"22,00","5,51","30,00","17,00","2,00","18,00","0,00","0,00","0,00","0,00","4,00","20,00","24,00","24,00","100,00","90,00","954,00",120,Rp4.198.032,Rp1.098.598,Rp2.954.304,Rp8.250.934,Rp1.497.447,"5,51","0,31","6,67","21,78",SPC
1-Jun,AW15,168D,SPC0190,ITI0145,ITI,"11,00","2,82","30,00","13,00","1,00","10,00","0,00","0,00","0,00","0,00","1,00","11,00","12,00","12,00","100,00","90,91","260,00",60,Rp2.332.240,Rp465.972,Rp1.641.280,Rp4.439.492,Rp1.574.288,"2,82","0,28","6,00","21,28",SPC
1-Jun,AW15,166G,SPC0159,ITI0157,ITI,"22,00","5,45","30,00","17,50","3,00","21,00","0,00","0,00","0,00","0,00","0,00","24,00","24,00","24,00","100,00","87,50","1.000,00","144,00",Rp4.897.704,Rp1.127.010,Rp3.446.688,Rp9.471.402,Rp1.737.872,"5,45","0,26","6,86","26,42",SPC
2-Jun,AW08,303I,DEM0035,ITI0112,ITI,"22,00","5,37","40,00","17,50","1,50","20,00","2,00","0,50","0,00","0,00","0,00","21,50","23,50","24,00","97,92","85,11","947,00","209,00",Rp2.086.861,Rp806.343,Rp2.204.663,Rp5.097.867,Rp949.323,"5,37","0,27","10,45","38,92",DEM
2-Jun,AW08,110F,SPC0219,ITI0078,ITI,"16,04","2,61","30,00","17,00","0,50","11,50","0,00","5,50","0,00","0,00","0,00","12,00","12,00","17,50","68,57","95,83","479,00",70,Rp2.682.076,Rp755.462,Rp1.887.474,Rp5.325.012,Rp2.040.234,"2,61","0,23","6,09","26,82",SPC
2-Jun,AW08,101A,SPC0217,ITI0113,ITI,"22,00","5,76","40,00","12,00","1,50","21,00","1,50","0,00","0,00","0,00","0,00","22,50","24,00","24,00","100,00","87,50","730,00",299,Rp4.897.704,Rp801.979,Rp3.446.688,Rp9.146.371,Rp1.587.912,"5,76","0,27","14,24","51,91",SPC
2-Jun,AW08,111I,SPC0062,ITI0144,ITI,"3,67","0,48","40,00","25,00","1,00","2,00","0,00","0,00","0,00","1,00","0,00","3,00","4,00","4,00","100,00","50,00","120,00",30,Rp466.448,Rp261.108,Rp328.256,Rp1.055.812,Rp2.199.608,"0,48","0,24","15,00","62,50",SPC
2-Jun,AW08,102G,SPC0192,ITI0156,ITI,"11,00","2,71","40,00","17,00","0,50","11,00","0,50","0,00","0,00","0,00","0,00","11,50","12,00","12,00","100,00","91,67","484,00",74,Rp2.565.464,Rp480.873,Rp1.805.408,Rp4.851.745,Rp1.790.312,"2,71","0,25","6,73","27,31",SPC
2-Jun,AW08,102F,SPC0192,ITI0156,ITI,"11,00","2,65","40,00","18,00","0,50","11,00","0,50","0,00","0,00","0,00","0,00","11,50","12,00","12,00","100,00","91,67","483,00",73,Rp2.565.464,Rp308.356,Rp1.805.408,Rp4.679.228,Rp1.765.746,"2,65","0,24","6,64","27,55",SPC
2-Jun,AW08,112A,SPC0195,ITI0186,ITI,"16,04","3,12","40,00","12,00","4,00","11,00","2,50","0,00","0,00","0,00","0,00","15,00","17,50","17,50","100,00","62,86","440,00",93,Rp2.565.464,Rp721.524,Rp1.805.408,Rp5.092.396,Rp1.632.178,"3,12","0,28","8,45","29,81",SPC
2-Jun,AW08,111D1,SPC0193,ITI0230,ITI,"22,00","5,30","40,00","13,00","4,00","20,00","0,00","0,00","0,00","0,00","0,00","24,00","24,00","24,00","100,00","83,33","700,00",140,Rp4.664.480,Rp786.096,Rp3.282.560,Rp8.733.136,Rp1.647.762,"5,30","0,27","7,00","26,42",SPC
2-Jun,AW08,117C1,SPC0095,ITI0284,ITI,"11,00","1,80","40,00","18,00","1,00","9,00","2,00","0,00","0,00","0,00","0,00","10,00","12,00","12,00","100,00","75,00","331,00",75,Rp2.099.016,Rp299.520,Rp1.477.152,Rp3.875.688,Rp2.153.160,"1,80","0,20","8,33","41,67",SPC
2-Jun,AW08,117D,SPC0095,ITI0284,ITI,"11,00","1,56","40,00","20,00","1,50","8,00","2,50","0,00","0,00","0,00","0,00","9,50","12,00","12,00","100,00","66,67","319,00",65,Rp1.865.792,Rp424.764,Rp1.313.024,Rp3.603.580,Rp2.309.987,"1,56","0,20","8,13","41,67",SPC
2-Jun,AW09,118F1,DEM0032,ITI0187,ITI,"22,00","3,28","30,00","22,50","2,50","21,50","0,00","0,00","0,00","0,00","0,00","24,00","24,00","24,00","100,00","89,58","800,00",223,Rp2.243.375,Rp719.386,Rp2.370.011,Rp5.332.772,Rp1.625.845,"3,28","0,15","10,37","67,99",DEM
2-Jun,AW09,118L,DEM0071,ITI0110,ITI,"22,00","4,40","30,00","20,00","1,00","21,00","2,00","0,00","0,00","0,00","0,00","22,00","24,00","24,00","100,00","87,50","1.030,00",202,Rp2.191.203,Rp823.990,Rp2.314.893,Rp5.330.086,Rp1.211.383,"4,40","0,21","9,62","45,91",DEM
2-Jun,AW09,119C,SPC0125,ITI0002,ITI,"22,00","4,02","30,00","20,00","2,50","18,50","3,00","0,00","0,00","0,00","0,00","21,00","24,00","24,00","100,00","77,08","810,00",190,Rp4.314.644,Rp779.746,Rp3.036.370,Rp8.130.760,Rp2.022.577,"4,02","0,22","10,27","47,26",SPC
2-Jun,AW09,115F,SPC0096,ITI0025,ITI,"22,00","3,39","30,00","20,00","2,50","19,00","2,50","0,00","0,00","0,00","0,00","21,50","24,00","24,00","100,00","79,17","1.027,00",160,Rp4.431.256,Rp774.946,Rp3.118.432,Rp8.324.634,Rp2.455.644,"3,39","0,18","8,42","47,20",SPC
2-Jun,AW09,115D4,SPC0156,ITI0138,ITI,"22,00","4,60","30,00","20,00","0,50","22,00","1,50","0,00","0,00","0,00","0,00","22,50","24,00","24,00","100,00","91,67","660,00",145,Rp5.130.928,Rp831.750,Rp3.610.816,Rp9.573.494,Rp2.081.194,"4,60","0,21","6,59","31,52",SPC
2-Jun,AW09,105B,SPC0157,ITI0231,ITI,"11,92","1,61","30,00","24,50","2,00","10,00","1,00","0,00","0,00","0,00","0,00","12,00","13,00","13,00","100,00","76,92","400,00",60,Rp2.332.240,Rp682.782,Rp1.641.280,Rp4.656.302,Rp2.892.113,"1,61","0,16","6,00","37,27",SPC
2-Jun,AW09,115I,SPC0135,ITI0232,ITI,"22,00","3,70","30,00","18,00","3,50","19,00","1,50","0,00","0,00","0,00","0,00","22,50","24,00","24,00","100,00","79,17","800,00","120,00",Rp4.431.256,Rp788.976,Rp3.118.432,Rp8.338.664,Rp2.253.693,"3,70","0,19","6,32","32,43",SPC
2-Jun,AW09,114K,SPC0097,ITI0238,ITI,"22,00","3,10","30,00","22,50","1,50","16,00","6,50","0,00","0,00","0,00","0,00","17,50","24,00","24,00","100,00","66,67","660,00","100,00",Rp3.731.584,Rp753.530,Rp2.626.048,Rp7.111.162,Rp2.293.923,"3,10","0,19","6,25","32,26",SPC
2-Jun,AW10,127A,DEC0042,ITI0241,ITI,"21,08","3,85","30,00","20,00","2,00","18,00","1,00","0,00","0,00","0,00","2,00","20,00","23,00","23,00","100,00","85,71","590,00",204,Rp3.530.160,Rp831.894,Rp2.267.946,Rp6.630.000,Rp1.722.078,"3,85","0,21","11,33","52,99",DEC
2-Jun,AW10,132C,SPC0117,ITI0114,ITI,"21,08","4,17","30,00","20,00","2,00","20,00","1,00","0,00","0,00","0,00","0,00","22,00","23,00","23,00","100,00","86,96","880,00",162,Rp4.664.480,Rp1.004.170,Rp3.282.560,Rp8.951.210,Rp2.146.573,"4,17","0,21","8,10","38,85",SPC
2-Jun,AW10,123P,SPC0141,ITI0136,ITI,"18,33","2,42","30,00","15,00","2,00","11,00","0,00","2,00","0,00","0,00","5,00","13,00","18,00","20,00","90,00","84,62","550,00",120,Rp2.565.464,Rp696.918,Rp1.805.408,Rp5.067.790,Rp2.094.128,"2,42","0,22","10,91","49,59",SPC
2-Jun,AW10,125C2,SPE0013,ITI0169,ITI,"22,00","3,96","30,00","19,00","3,50","17,00","3,50","0,00","0,00","0,00","0,00","20,50","24,00","24,00","100,00","70,83","970,00",0,Rp2.720,Rp879.881,Rp5.208.936,Rp6.091.537,Rp1.538.267,"3,96","0,23","0,00","0,00",SPE
2-Jun,AW10,127K2,SPC0115,ITI0179,ITI,"22,00","4,50","40,00","20,00","5,00","19,00","0,00","0,00","0,00","0,00","0,00","24,00","24,00","24,00","100,00","79,17","810,00",157,Rp4.431.256,Rp830.950,Rp3.118.432,Rp8.380.638,Rp1.862.364,"4,50","0,24","8,26","34,89",SPC
2-Jun,AW10,120K,SPC0220,ITI0237,ITI,"22,00","3,23","30,00","15,00","5,00","16,00","1,00","0,00","0,00","0,00","2,00","21,00","24,00","24,00","100,00","72,73","750,00",95,Rp3.731.584,Rp843.794,Rp2.626.048,Rp7.201.426,Rp2.229.544,"3,23","0,20","5,94","29,41",SPC
2-Jun,AW10,122F,SPC0207,ITI0273,ITI,"22,00","4,10","30,00","15,00","3,00","19,00","0,00","0,00","0,00","2,00","0,00","22,00","24,00","24,00","100,00","79,17","700,00",159,Rp4.431.256,Rp876.317,Rp3.118.432,Rp8.426.005,Rp2.055.123,"4,10","0,22","8,37","38,78",SPC
2-Jun,AW10,120C2,SPC0222,ITI0285,ITI,"22,00","5,32","40,00","15,00","3,00","19,00","0,00","0,00","0,00","2,00","0,00","22,00","24,00","24,00","100,00","79,17","770,00",130,Rp4.431.256,Rp893.594,Rp3.118.432,Rp8.443.282,Rp1.587.083,"5,32","0,28","6,84","24,44",SPC
2-Jun,AW10,120L,SPC0221,ITI0286,ITI,"22,00","4,20","30,00","15,00","2,00","20,00","0,00","0,00","0,00","2,00","0,00","22,00","24,00","24,00","100,00","83,33","740,00",140,Rp4.664.480,Rp841.080,Rp3.282.560,Rp8.788.120,Rp2.092.410,"4,20","0,21","7,00","33,33",SPC
2-Jun,AW10,123D,SPE0014,ITI0292,ITI,"20,63","4,31","30,00","17,50","1,50","21,00","0,00","0,00","0,00","0,00","0,00","22,50","22,50","22,50","100,00","93,33","1.140,00",0,Rp3.360,Rp804.652,Rp6.434.568,Rp7.242.580,Rp1.680.413,"4,31","0,21","0,00","0,00",SPE
2-Jun,AW11,139J,SPC0188,BTI0028,BTI,"22,00","4,07","30,00","20,00","1,50","19,00","1,50","0,00","0,00","0,00","2,00","20,50","24,00","24,00","100,00","86,36","610,00",162,Rp4.431.256,Rp945.435,Rp3.118.432,Rp8.495.123,Rp2.087.254,"4,07","0,21","8,53","39,80",SPC
2-Jun,AW11,141E,DED0028,BTI0083,BTI,"22,00","3,40","30,00","21,00","5,00","16,00","0,00","3,00","0,00","0,00","0,00","21,00","21,00","24,00","87,50","76,19","760,00",160,Rp2.586.304,Rp774.050,Rp2.123.904,Rp5.484.258,Rp1.613.017,"3,40","0,21","10,00","47,06",DED
2-Jun,AW11,142E,DEM0039,BTI0084,BTI,"22,00","3,60","30,00","22,00","5,00","17,00","0,00","0,00","0,00","0,00","2,00","22,00","24,00","24,00","100,00","77,27","780,00",165,Rp1.773.831,Rp774.360,Rp1.873.961,Rp4.422.152,Rp1.228.376,"3,60","0,21","9,71","45,83",DEM
2-Jun,AW11,135B,DEC0044,ITI0011,ITI,"22,00","3,69","30,00","20,00","1,50","17,50","3,00","0,00","0,00","0,00","2,00","19,00","24,00","24,00","100,00","79,55","553,00",212,Rp3.432.100,Rp787.896,Rp2.204.948,Rp6.424.944,Rp1.741.177,"3,69","0,21","12,11","57,45",DEC
2-Jun,AW11,124D,SPC0113,ITI0010,ITI,"22,00","4,05","30,00","18,00","3,00","19,00","0,00","0,00","0,00","0,00","2,00","22,00","24,00","24,00","100,00","86,36","690,00",80,Rp4.431.256,Rp792.900,Rp3.118.432,Rp8.342.588,Rp2.059.898,"4,05","0,21","4,21","19,75",SPC
2-Jun,AW11,136B,SPC0099,ITI0236,ITI,"22,00","4,00","30,00","20,00","2,00","19,00","1,00","0,00","0,00","0,00","2,00","21,00","24,00","24,00","100,00","86,36","820,00",162,Rp4.431.256,Rp794.870,Rp3.118.432,Rp8.344.558,Rp2.086.140,"4,00","0,21","8,53","40,50",SPC
2-Jun,AW12,155H,SPC0126,ITI0180,ITI,"22,00","5,68","40,00","18,00","2,00","20,50","0,50","1,00","0,00","0,00","0,00","22,50","23,00","24,00","95,83","89,13","750,00",200,Rp4.781.092,Rp803.112,Rp3.364.626,Rp8.948.830,Rp1.575.498,"5,68","0,28","9,76","35,21",SPC
2-Jun,AW13,160D,SPC0160,BTI0036,BTI,"11,00","2,20","30,00","19,00","1,00","9,00","0,00","0,00","0,00","0,00","2,00","10,00","12,00","12,00","100,00","90,00","613,00",80,Rp2.099.016,Rp489.950,Rp1.477.152,Rp4.066.118,Rp1.848.235,"2,20","0,24","8,89","36,36",SPC
2-Jun,AW13,160C,SPC0128,BTI0043,BTI,"22,00","2,75","40,00","20,00","4,00","9,00","0,00","0,00","0,00","0,00","11,00","13,00","24,00","24,00","100,00","69,23","360,00",68,Rp2.099.016,Rp762.242,Rp1.477.152,Rp4.338.410,Rp1.577.604,"2,75","0,31","7,56","24,73",SPC
2-Jun,AW13,185A,DEC0026,ITI0240,ITI,"22,00","3,58","30,00","22,00","5,00","18,00","0,00","0,00","0,00","0,00","1,00","23,00","24,00","24,00","100,00","78,26","600,00",140,Rp3.530.160,Rp777.254,Rp2.267.946,Rp6.575.360,Rp1.836.693,"3,58","0,20","7,78","39,11",DEC
2-Jun,AW13,190C,DEC0028,ITI0287,ITI,"22,00","3,91","30,00","22,00","5,00","16,00","0,00","0,00","0,00","0,00","3,00","21,00","24,00","24,00","100,00","76,19","728,00",165,Rp3.137.920,Rp788.588,Rp2.015.952,Rp5.942.460,Rp1.519.811,"3,91","0,24","10,31","42,20",DEC
2-Jun,AW13,190B1,SPC0100,ITI0038,ITI,"22,00","4,24","30,00","22,00","3,00","19,00","0,00","0,00","0,00","0,00","2,00","22,00","24,00","24,00","100,00","86,36","850,00",150,Rp4.431.256,Rp810.920,Rp3.118.432,Rp8.360.608,Rp1.971.842,"4,24","0,22","7,89","35,38",SPC
2-Jun,AW13,154K,SPC0092,ITI0117,ITI,"11,00","1,00","30,00","20,00","2,00","4,00","0,00","0,00","0,00","0,00","6,00","6,00","12,00","12,00","100,00","66,67","160,00",30,Rp932.896,Rp316.883,Rp656.512,Rp1.906.291,Rp1.906.291,"1,00","0,25","7,50","30,00",SPC
2-Jun,AW13,190D,SPC0065,ITI0118,ITI,"22,00","4,25","40,00","20,00","3,00","16,00","0,00","0,00","0,00","0,00","5,00","19,00","24,00","24,00","100,00","84,21","810,00",156,Rp3.731.584,Rp818.138,Rp2.626.048,Rp7.175.770,Rp1.688.416,"4,25","0,27","9,75","36,71",SPC
2-Jun,AW13,158R,SPC0101,ITI0159,ITI,"11,00","2,50","30,00","22,00","1,00","10,00","1,00","0,00","0,00","0,00","0,00","11,00","12,00","12,00","100,00","83,33","462,00",80,Rp2.332.240,Rp506.210,Rp1.641.280,Rp4.479.730,Rp1.791.892,"2,50","0,25","8,00","32,00",SPC
2-Jun,AW13,158B,SPC0101,ITI0159,ITI,"10,08","2,25","30,00","22,00","1,00","8,00","1,00","1,00","0,00","0,00","0,00","9,00","10,00","11,00","90,91","80,00","300,00",60,Rp1.865.792,Rp316.440,Rp1.313.024,Rp3.495.256,Rp1.553.447,"2,25","0,28","7,50","26,67",SPC
2-Jun,AW14,161E,DEC0027,BTI0030,BTI,"22,00","4,72","30,00","22,00","0,00","18,00","0,00","0,00","0,00","0,00","6,00","18,00","24,00","24,00","100,00","100,00","700,00",144,Rp3.530.160,Rp826.874,Rp2.267.946,Rp6.624.980,Rp1.403.597,"4,72","0,26","8,00","30,51",DEC
2-Jun,AW14,163C,DEC0025,ITI0029,ITI,"22,00","4,25","30,00","15,50","2,50","17,00","0,00","0,00","0,00","0,00","4,50","19,50","24,00","24,00","100,00","87,18","677,00",155,Rp3.334.040,Rp807.250,Rp2.141.949,Rp6.283.239,Rp1.478.409,"4,25","0,25","9,12","36,47",DEC
